;TrV;Benämning;Definition;Synonym
Grundfunktioner och Komponenter;PFA;Signallampa;visuell tillståndsindikator genom ljus;avstängningssignal, blinkljus, blixtljus, bomlykta, brolampa, felindikeringstablå, gul varningssignal, körfältsignal (mcs), ljussignal, närvaroenhet, optiskt larmdon, roterande ljus, sjötrafiksignal, trafiksignal
Grundfunktioner och Komponenter;PFB;Semafor;visuell tillståndsindikator genom mekaniska positioner;kontrollanordning
Grundfunktioner och Komponenter;PG;Mätvärdesvisande objekt;presenterande objekt i synlig form av mätvärde;
Grundfunktioner och Komponenter;PGA;Spänningsvisare;mätvärdesvisande objekt för elektrisk spänning;
Grundfunktioner och Komponenter;PGB;Motståndsvisare;mätvärdesvisande objekt för motstånd eller ledningsförmåga;
Grundfunktioner och Komponenter;PGC;Strömstyrkevisare;mätvärdesvisande objekt för elektrisk ström;
Grundfunktioner och Komponenter;PGD;Densitetsvisare;mätvärdesvisande objekt för densitet;
Grundfunktioner och Komponenter;PGE;Fältvisare;mätvärdesvisande objekt för fält;
Grundfunktioner och Komponenter;PGF;Flödesvisare;mätvärdesvisande objekt för flöden;
Grundfunktioner och Komponenter;PGG;Dimensionsvisare;mätvärdesvisande objekt för rumslig dimension och/eller lägen;vinkelvisare, positionsvisare
Grundfunktioner och Komponenter;PGH;Energivisare;mätvärdesvisande objekt för energi;
Grundfunktioner och Komponenter;PGJ;Effektvisare;mätvärdesvisande objekt för elektrisk kraft;wattmätare
Grundfunktioner och Komponenter;PGK;Tidvisare;mätvärdesvisande objekt för tid;klocka, ur
Grundfunktioner och Komponenter;PGL;Nivåindikator;mätvärdesvisande objekt för nivå;
Grundfunktioner och Komponenter;PGM;Fuktighetsvisare;mätvärdesvisande objekt för fuktighet;hygrometer
Grundfunktioner och Komponenter;PGP;Tryckvisare;mätvärdesvisande objekt för tryck;
Grundfunktioner och Komponenter;PGQ;Koncentrationsvisare;mätvärdesvisande objekt för substanskoncentration;siktvisare
Grundfunktioner och Komponenter;PGR;Strålningsvisare;mätvärdesvisande objekt för strålning;
Grundfunktioner och Komponenter;PGS;Tempovisare;mätvärdesvisande objekt för tempo;varvräknare
Grundfunktioner och Komponenter;PGT;Temperaturvisare;mätvärdesvisande objekt för temperatur;
Grundfunktioner och Komponenter;PGV;Effektfaktorvisare;mätvärdesvisande objekt för sklllnaden mellan aktiv och reaktiv kraft;cos-phi-visare
Grundfunktioner och Komponenter;PGW;Kraftvisare;mätvärdesvisande objekt för vikt, kraft eller vridmoment;
Grundfunktioner och Komponenter;PGX;Ljudvisare;mätvärdesvisande objekt för ljud;
Grundfunktioner och Komponenter;PGZ;Händelsevisare;mätvärdesvisande objekt för antal händelser;
Grundfunktioner och Komponenter;PH;Grafiskt presenterande objekt;presenterande objekt i synlig form av bild, symboler eller text;
Grundfunktioner och Komponenter;PHA;Bildskärm;grafisk display dynamiskt på sin yta;display, dynamisk skylt, expeditionsenhet, korridordisplay, monitor, omställbar skylt, variabel skylt, krittavla, svart tavla, whiteboard
Grundfunktioner och Komponenter;PHB;Projektor;grafisk display dynamiskt på vald yta;
Grundfunktioner och Komponenter;PHC;Printer;grafisk display på tryckt media;kopiator, kopieringsmaskin, skrivare
Grundfunktioner och Komponenter;PHD;Skylt;grafisk display statiskt på ytan av ett objekt;distansskylt, etikett, märkskylt, namnskylt, orienteringsskylt, orienteringstavla, referensbeteckning, skylttavla, trafikmärke, vägmärke, vägvisning
Grundfunktioner och Komponenter;PHE;Markering;grafisk display statiskt på ytan av ett annat objekt;längsgående vägmarkering, markering för idrott och lek, markmålning, kattöga, tvärgående vägmarkering, vägbanereflektor, vägmarkering, ytmarkering, övergångsställe
Grundfunktioner och Komponenter;PHF;Markeringsstolpe;grafisk display genom sin fysiska karaktär;avvägningsdubb, boj, distanspåle, kabelmarkeringspåle, kantstolpe, kardinalprick, lateralprick, loddubb, markeringsstolpe, mätdubb, pollare, prick, referenspunkt, ruskprick, sjömärke
Grundfunktioner och Komponenter;PJ;Ljudsignalerande objekt;presenterande objekt i hörbar form;
Grundfunktioner och Komponenter;PJA;Högtalare;ljudsignalerande objekt genom membranrörelse;
Grundfunktioner och Komponenter;PJB;Akustiskt larmdon;ljudsignalerande objekt genom luftström;hesa fredrik, mistlur, siren, sirén, starktonssirén, tyfon
Grundfunktioner och Komponenter;PJC;Ringklocka;ljudsignalerande objekt genom mekanisk excitation;summer
Grundfunktioner och Komponenter;PK;Taktilt signalerande objekt;presenterande objekt i taktil form;
Grundfunktioner och Komponenter;PKA;Vibrator;taktilt signalerande objekt av diskreta tillstånd genom vibration;
Grundfunktioner och Komponenter;PKB;Taktil markering;taktilt signalerande objekt av statisk information;bullerremsa, bullerräffla, ledstråk, teckensrpåksskylt
Grundfunktioner och Komponenter;PKC;Frihöjdvarning;taktilt signalerande objekt för överliggande hinder;
Grundfunktioner och Komponenter;PL;Utsmyckande objekt;presenterande objekt för utsmyckande eller konstnärliga syften;
Grundfunktioner och Komponenter;PLA;Gesims;utsmyckande objekt som separation mellan två områden;kornisch
Grundfunktioner och Komponenter;PLB;Skulptur;utsmyckande objekt som rumslig representation av något;konstverk
Grundfunktioner och Komponenter;PLC;Fris;utsmyckande objekt som utskjutande figurer och/eller dekorativa element på en vägg;engagerad kolonn, halvkolonn, pilaster, stuckatur
Grundfunktioner och Komponenter;PLD;Bild;utsmyckande objekt som representerar, illustrerar eller reproducerar något på en yta;konstverk, tavla, muralmålning
Grundfunktioner och Komponenter;PLE;Prydnadsmatta;utsmyckande objekt genom en textil som täcker del av ett annat objekt;väggtextil, överkast
Grundfunktioner och Komponenter;PZ;Multipelt presenterande objekt;presenterande objekt i multipla former;
Grundfunktioner och Komponenter;PZA;Audiovisuellt alarm;multipelt presenterande objekt för diskreta tillstånd;
Grundfunktioner och Komponenter;PZB;TV-apparat;multipelt presenterande objekt för multipel information;bildskärm med högtalare, tv-mottagare
Grundfunktioner och Komponenter;PZC;Interaktiv terminal;multipel presenterande objekt med interaktiv funktion;Prator
Grundfunktioner och Komponenter;Q;Styrande objekt;objekt för öppning/stängning och styrning av tillträde eller flöde;
Grundfunktioner och Komponenter;QA;Elbrytande objekt;styrandeobjekt för elektrisk ström i en elektrisk krets;effektbrytare, kontaktor, startkopplare, effekttransistor, tyristor
Grundfunktioner och Komponenter;QAA;Strömkretsbrytare;elbrytande objekt mekaniskt under normala eller onormala förhållanden;isolerkopplad effektbrytare (mccb), effektbrytare, lastbrytare, linjetest AGP, luftbrytare, låskolvskontakt, magnetisk luftbrytare, mikrobrytare, mjukstartare, motorskyddsbrytare, nödstopp, provbrytare, polkopplare, spanjolettkontakt, startkopplare, stjärntriangelkoppling, stoppdon, strömbrytare, strömställare, tryckluftbrytare, vakuumbrytare, återställningsapparat
Grundfunktioner och Komponenter;QAB;Kontaktor;elbrytande objekt mekaniskt under normala förhållanden enbart;aktor (knx), högspänningskontaktor, lågspänningskontaktor
Grundfunktioner och Komponenter;QAC;Elektronisk strömbrytare;elbrytande objekt elektroniskt ;eltermostat, omkopplare för styrkrets, termostat
Grundfunktioner och Komponenter;QB;Elseparerande objekt;styrande objekt genom att separera elektriska kretsar;frånskiljare, säkringslastbrytare, säkringslastfrånskiljare
Grundfunktioner och Komponenter;QBA;Frånskiljare;elseparerande objekt genom mekanisk isolering av nedströms krets endast från uppströms krets;arbetsbrytare, säkerhetsbrytare, lastfrånskiljare
Grundfunktioner och Komponenter;QBB;Säkringslastfrånskiljare;elseparerande objekt genom mekanisk isolering av nedströms krets endast från uppströms krets och med inbyggd säkring;
Grundfunktioner och Komponenter;QBC;Isolerskarv;elseparerande objekt med mekanisk ihopfogning;
Grundfunktioner och Komponenter;QC;Jordande objekt;styrande objekt genom att jorda elektriska kretsar;jordningskopplare
Grundfunktioner och Komponenter;QCA;Jordningskopplare;jordande objekt som kopplar elektrisk krets till jord;jordkoppling, jordslutare
Grundfunktioner och Komponenter;QM;Styrande objekt av slutet fluidflöde;styrande objekt av fluidflöde av/på i sluten omslutning;manuella ventiler och spjäll
Grundfunktioner och Komponenter;QMA;Vätskeventil;styrande objekt av slutet fluidflöde för vätska;armatur, avstängningsventil, avtappningsanordning, bidéblandare, blandare, duscharmatur, duschblandare, drickfontän, handfatsblandare, kulventil, köksblandare, magnetventil, propp, sargblandare, tappkran, tappventil, termostatblandare, tvättställsblandare, tömningsventil, utkastare, vattenblandare, vattenfallsblandare, vattenkran, vattenuttag
Grundfunktioner och Komponenter;QMB;Gasventil;styrande objekt av slutet fluidflöde för gas;avluftare, luftventil, propp, ventil
Grundfunktioner och Komponenter;QN;Reglerande objekt av slutet fluidflöde;styrande objekt för variation av fluidflöde i sluten omslutning;ventiler och spjäll med ställdon
Grundfunktioner och Komponenter;QNA;Reglerventil för vätska;reglerande objekt av slutet fluidflöde för vätska;shunt, shuntventil, styrventil
Grundfunktioner och Komponenter;QNB;Reglerventil för gas;reglerande objekt av slutet fluidflöde för gas;gasregulator, irisspjäll, jalusispjäll, konstantflödesdon, spjäll, trottelventil
Grundfunktioner och Komponenter;QP;Styrande objekt av öppet vätskeflöde;styrande objekt för vätskeflöde i öppen omslutning;
Grundfunktioner och Komponenter;QPA;Dammlucka;kontrollerande objekt av öppet vätskeflöde;slussport
Grundfunktioner och Komponenter;QQ;Objekt för tillträde till utrymme;styrande objekt för tillträde till utrymme;
Grundfunktioner och Komponenter;QQA;Fönster;objekt för tillträde till utrymme för enbart ljus;dreh-kippfönster, fast fönster, franskt fönster, glidhängt fönster, kipp-drehfönster, lanternin, pivotfönster, skjutfönster, slagfönster, takljuskupol, tvåvägsfönster, vippfönster, vridfönster
Grundfunktioner och Komponenter;QQB;Glasparti;objekt för tillträde till utrymme för ljus och personer;fönsterparti
Grundfunktioner och Komponenter;QQC;Dörr;objekt för tillträde till utrymme för personer;fönsterdörr, innerdörr, jalusidörr, karuselldörr, roterande dörr, skjutdörr, slagdörr, vikdörr, ytterdörr
Grundfunktioner och Komponenter;QQD;Lucka;mindre objekt för tillträde till utrymme för inspektion eller för överföring av objekt;brunnslock, inspektionslucka, hundlucka, kattlucka, nedkastlucka, renslucka, soplucka, taklucka, tvättlucka, uppstigningslucka, vädringslucka
Grundfunktioner och Komponenter;QQE;Port;större objekt för tillträde till utrymme för överföring av objekt;garageport,  hangarport, rullgaller, rulljalusi, rullport, skjutport, slagport, takskjutport, vikport, vipport
Grundfunktioner och Komponenter;QQG;Spårspärr;objekt för tillträde till utrymme genom blockering av tillträde till spår;spårspärrklots
Grundfunktioner och Komponenter;QR;Styrande objekt av godsflöde;styrande objekt för flöde av gods;
Grundfunktioner och Komponenter;QRA;Roterande kammare;reglerande objekt av godsflöde med roterande kammare;doseringsmaskin, roterande godstömning, rörpostväxel, rörväxel
Grundfunktioner och Komponenter;QRB;Irisventil;reglerande objekt av godsflöde med irisöppning;doseringsmaskin
Grundfunktioner och Komponenter;QRC;Klaffventil;reglerande objekt av godsflöde med ledad lucka eller skiva;doseringsmaskin
Grundfunktioner och Komponenter;QS;Styrande objekt för mekanisk rörelse;styrande objekt för mekanisk rörelse;
Grundfunktioner och Komponenter;QSA;Lås;kontrollerande objekt för mekanisk rörelse genom blockering;elektriskt lås, ellås, eltryckeslås, elslutbleck, grindlås, magnetlås, motorlås, låsregel, regel, rälsvandringshinder, rälsvandringslås, spanjolett, hänglås, klykväxellås, lås- och kontrollanordning, låsanordning, låshus, växeltunglås
Grundfunktioner och Komponenter;QSB;Spårväxel;kontrollerande objekt för mekanisk rörelse genom växling mellan olika spår;
Grundfunktioner och Komponenter;QZ;Multipelt styrande objekt;styrande objekt i elektriska kretsar med olika metoder;
Grundfunktioner och Komponenter;QZA;Jordbrytare;multipelt styrande objekt för jordning eller separering;
Grundfunktioner och Komponenter;R;Begränsande objekt;objekt för begränsning eller stabilisering;
Grundfunktioner och Komponenter;RA;Elbegränsande objekt;begränsande objekt genom begränsning av elektriskt energiflöde;
Grundfunktioner och Komponenter;RAA;Diod;elbegränsande objekt genom blockering av ström i en riktning;
Grundfunktioner och Komponenter;RAB;Induktionsspole;elbegränsande objekt genom induktion i en krets;induktor, reaktor
Grundfunktioner och Komponenter;RAC;Motstånd;elbegränsande objekt genom motstånd i en krets;Provmotstånd
Grundfunktioner och Komponenter;RB;Elstabiliserande objekt;begränsande objekt genom stabilisering av elektriskt energiflöde;
Grundfunktioner och Komponenter;RBA;UPS;elstabiliserande objekt som garanterar kontinuerlig elkraftförsörjning;rectiverter
Grundfunktioner och Komponenter;RBB;Elkraftfilter;elstabiliserande objekt som undertrycker ett bestämt frekvensområde;
Grundfunktioner och Komponenter;RBC;Elkraftequalizer;elstabiliserande objekt som undertrycker eller förstärker multipla frekvensområden;
Grundfunktioner och Komponenter;RBD;Faskompensator;elstabiliserande objekt som tillhandhåller reaktiv kraft;
Grundfunktioner och Komponenter;RF;Signalstabiliserande objekt;begränsande objekt genom stabilisering av signal;
Grundfunktioner och Komponenter;RFA;Equalizer;signalstabiliserande objekt som undertrycker eller förstärker multipla frekvensområden;
Grundfunktioner och Komponenter;RFB;Signalfilter;signalstabiliserande objekt som undertrycker ett bestämt frekvensområde;filter
Grundfunktioner och Komponenter;RL;Rörelsebegränsande objekt;begränsande objekt genom begränsning av rörelse;
Grundfunktioner och Komponenter;RLA;Låskedja;rörelsebegränsande objekt genom begränsning av rörelser hos ett objekt;dörrkedja, säkerhetskedja
Grundfunktioner och Komponenter;RLB;Stötdämpare;rörelsebegränsande objekt genom avjämning och minskning av rörelser hos ett objekt;vibrationsdämpare
Grundfunktioner och Komponenter;RLC;Broms;rörelsebegränsande objekt genom hastighetsreducering och stoppande av ett annat objekt;rangerbroms
Grundfunktioner och Komponenter;RLD;Farthinder;rörelsebegränsande objekt genom att förhindra hög hastighet hos ett annat objekt;cykelfålla, gångfålla, refugelement, spårviddshinder, vägbula
Grundfunktioner och Komponenter;RM;Returflödesbegränsande objekt;begränsande objekt genom begränsning av returflöde av materia;
Grundfunktioner och Komponenter;RMA;Backventil;returflödesbegränsande objekt för vätska;återströmningsskydd
Grundfunktioner och Komponenter;RMB;Backspjäll;returflödesbegränsande objekt för gas;
Grundfunktioner och Komponenter;RMC;Backspärr;returflödesbegränsande objekt för solid materia;
Grundfunktioner och Komponenter;RME;Vattenlås;returflödesbegränsande objekt för lukt;luktfälla, odörfälla
Grundfunktioner och Komponenter;RN;Flödesbegränsande objekt;begränsande objekt genom begränsning av styrt flöde av materia;
Grundfunktioner och Komponenter;RNA;Flödesbegränsare;justerbart flödesbegränsande objekt för vätska;
